"payCardID","payCardBank","payCardName","payCardSex","payCardBirthYear"
180052842269402,emoney,"Purwadi Mardhiyah, S.Kom",F,2006
180053001904433,emoney,Tgk. Wulan Sihotang,M,1973
180055908955871,emoney,Paramita Safitri,M,1983
180057326497940,emoney,Marwata Najmudin,F,2009
180057903365395,emoney,Daryani Prabowo,M,1989
180059067946887,emoney,Eluh Yuniar,M,2001
180060321880524,emoney,"Sutan Bajragin Pranowo, S.I.Kom",F,1986
180060352930644,emoney,R. Sabrina Megantara,M,1997
180062659848800,emoney,Bajragin Usada,M,2008
180063325874881,emoney,"KH. Prasetyo Tamba, S.E.",F,1993
180064464472990,emoney,Hj. Ana Laksita,F,1990
180065411329605,emoney,"Dt. Murti Salahudin, S.T.",F,2008
180066742723573,emoney,"Capa Permata, S.Ked",M,1990
180067269047958,emoney,Jarwa Tampubolon,F,2005
180067558117603,emoney,Harsaya Ramadan,F,2002
180068993022747,emoney,Ophelia Prasasta,M,1981
180073186339783,emoney,T. Darijan Gunarto,F,2002
180074265853819,emoney,Banara Melani,F,1966
180074627743328,emoney,"Dt. Karsa Nasyidah, M.Kom.",F,1990
180074853270640,emoney,"Dr. Laswi Usamah, S.Ked",F,1959
180074952289665,emoney,Asmadi Setiawan,F,1971
180074978149455,emoney,"R.A. Vivi Utama, S.T.",M,1969
180075154547792,emoney,Tami Thamrin,F,1998
180075409596610,emoney,"Cayadi Zulkarnain, S.Pd",M,1996
180076008017040,emoney,Cakrawangsa Hidayat,F,2008
180076677620512,emoney,Shakila Siregar,M,1994
180076863184943,emoney,Panca Nashiruddin,M,1994
180077293882437,emoney,Jarwi Ramadan,F,2000
180078846718763,emoney,Rafid Pranowo,F,2004
180080234589061,emoney,T. Anom Simanjuntak,F,1993
180083201664057,emoney,R.A. Wirda Safitri,F,1989
180084216718110,emoney,Praba Mayasari,F,1982
180084292834161,emoney,Wani Siregar,F,1976
180085126533846,emoney,Margana Damanik,F,1983
180089739884224,emoney,Mustika Rajasa,M,1982
180089784129574,emoney,Dimaz Mangunsong,M,2006
180090240275308,emoney,Luis Hidayanto,F,2008
180090622021106,emoney,Irma Suwarno,F,1996
180091631801439,emoney,Wisnu Andriani,M,2002
180092456265254,emoney,Fitriani Mansur,M,2007
180095534848678,emoney,Paris Lazuardi,M,2007
180095862033760,emoney,Bagas Siregar,M,1991
180096002521425,emoney,"Drs. Luwar Usada, S.Sos",F,1996
180096558513669,emoney,"Liman Pertiwi, S.Psi",F,1967
180096606431591,emoney,KH. Laksana Kuswandari,F,1993
180097961752050,emoney,Narji Wijaya,F,2011
180097982588566,emoney,"Kamaria Megantara, S.IP",M,1997
213100307169137,emoney,Paulin Agustina,F,1983
213100436673249,emoney,Ir. Siti Waskita,F,2002
213100542795050,emoney,Murti Kuswoyo,F,1981
213100930486734,emoney,Laras Mandala,F,1987
213103291564701,emoney,Enteng Maryadi,M,1996
213104805015669,emoney,"Sutan Garda Tampubolon, S.Pd",M,1956
213105335345336,emoney,Gangsa Dabukke,M,1991
213105441171576,emoney,Tgk. Chelsea Jailani,F,1972
213105773866033,emoney,drg. Zamira Nurdiyanti,M,1979
213107317059919,emoney,"Sutan Galiono Mahendra, M.Pd",M,1989
213107448129250,emoney,"Umi Hariyah, S.E.I",F,1990
213107623841273,emoney,Natalia Pratama,M,1964
213107696090881,emoney,Kartika Yuniar,F,1968
213108112882307,emoney,R.M. Rafi Puspita,M,1966
213109346393293,emoney,Vanesa Pratiwi,F,2011
213109439786494,emoney,Muni Saragih,M,2006
213109637797111,emoney,T. Galar Rajasa,F,2000
213109818183511,emoney,Adinata Damanik,M,1970
213110188531693,emoney,Nurul Rajasa,M,1982
213110528533268,emoney,Queen Hidayat,F,1987
213110868551409,emoney,dr. Lalita Budiyanto,M,2011
213111941956573,emoney,Kamila Yulianti,M,1974
213113371461462,emoney,Belinda Samosir,F,1993
213114667856993,emoney,Kariman Farida,F,2011
213115245142137,emoney,Estiono Simbolon,F,1994
213115467544259,emoney,Bella Suryatmi,F,2005
213115572929254,emoney,Kunthara Budiman,M,1996
213119132205510,emoney,Atma Sirait,F,1988
213119392508801,emoney,Jasmin Fujiati,F,1977
213119611434995,emoney,"Jono Melani, S.E.",F,1988
213120748859641,emoney,Jelita Maryadi,M,1976
213121182081593,emoney,"dr. Rahman Anggraini, S.Psi",F,2007
213121265875226,emoney,Jarwi Yolanda,M,2003
213121690546749,emoney,Pranata Wahyudin,F,2009
213122351336222,emoney,"Drs. Uli Hasanah, M.Ak",F,2005
213125070843980,emoney,"Tgk. Salwa Wahyudin, M.Kom.",F,1991
213127195148501,emoney,Viktor Zulkarnain,M,1987
213129225555184,emoney,Tgk. Cagak Zulaika,F,1993
213129238120604,emoney,Zulaikha Sinaga,F,1989
213129456959329,emoney,Rika Yuniar,F,1988
213132884130372,emoney,Dr. Rika Zulaika,F,1992
213133401291382,emoney,Raditya Maryadi,M,2007
213134876567066,emoney,"Drs. Irfan Hakim, M.TI.",M,2002
213135078300214,emoney,Kamal Nuraini,M,1965
213135516635817,emoney,"Edward Suartini, S.Pt",F,2006
213135953482814,emoney,Humaira Saptono,M,1981
213135976726106,emoney,"Jati Usada, M.Farm",M,1976
213136570183140,emoney,drg. Gawati Maryadi,M,1992
213137428120839,emoney,Rafi Novitasari,M,2003
213138468536488,emoney,"Puti Malika Halim, M.Kom.",F,1998
213142527848165,emoney,"Dr. Mulya Pangestu, S.Farm",F,1987
213142775112736,emoney,Nadine Waluyo,F,1997
213145593134816,emoney,Ulva Namaga,F,1995
213145603194040,emoney,Caket Mandala,M,1986
213146091952345,emoney,Raina Kusmawati,F,1996
213146115464780,emoney,Cornelia Kuswandari,F,1979
213148799089875,emoney,Kambali Mandasari,F,2005
213148807606942,emoney,Lega Habibi,F,2010
213148974212458,emoney,Gaman Prasetyo,F,1987
213149478551300,emoney,Ir. Lidya Mangunsong,F,1996
213150687788238,emoney,"R.A. Hilda Mandala, S.IP",M,1984
213152538083504,emoney,Nabila Megantara,F,1967
213154018613198,emoney,"R.M. Candrakanta Prasasta, S.I.Kom",F,2003
213155263532652,emoney,Restu Waluyo,F,1984
213155309116759,emoney,Tgk. Ilsa Farida,M,1983
213155822653833,emoney,"R. Devi Hariyah, S.T.",M,1974
213156300374850,emoney,Najwa Aryani,M,1966
213159426675861,emoney,drg. Zahra Nashiruddin,F,1976
213160779285738,emoney,"R. Putri Kusumo, S.E.I",F,1997
213162807326799,emoney,Endah Pratiwi,M,1984
213164568637687,emoney,R.M. Legawa Prastuti,F,1968
213165965158193,emoney,Icha Novitasari,M,2003
213166032088637,emoney,Uchita Mustofa,F,1996
213166724857828,emoney,Ade Waluyo,M,2004
213169323959862,emoney,Najib Gunawan,M,1975
213169429024355,emoney,T. Karna Rahimah,F,2001
213169744437795,emoney,Raden Mardhiyah,F,1987
213170888063660,emoney,Ghaliyati Dongoran,F,1985
213171034000424,emoney,"Bahuwarna Prayoga, S.Sos",F,1983
213171077805689,emoney,Hj. Zalindra Wasita,F,1988
213173837348075,emoney,"Ir. Emas Mandala, S.Sos",M,2012
213174928876354,emoney,Rini Hutasoit,M,1987
213175543237278,emoney,"Tgk. Vanesa Pudjiastuti, S.IP",F,2001
213178003374573,emoney,Ilsa Wahyuni,F,2002
213178670687034,emoney,"Hj. Nabila Hutasoit, S.Pd",M,1992
213179781403691,emoney,Teddy Najmudin,F,2000
213181664355865,emoney,"R. Praba Waskita, S.Psi",M,1973
213182881743974,emoney,Putri Nashiruddin,M,1995
213183686660553,emoney,Tri Handayani,M,2009
213184927022546,emoney,Galih Saputra,F,2006
213186627613334,emoney,Kenari Pangestu,M,1996
213186864489208,emoney,"Fitriani Hidayat, M.Kom.",M,2006
213187760461390,emoney,Asirwada Marbun,M,1985
213189102300294,emoney,Ajimat Rahmawati,F,2007
213189212190841,emoney,"Nrima Wacana, S.Kom",F,1992
213189948673904,emoney,Fathonah Anggraini,M,2006
213191293100137,emoney,Darman Purwanti,M,1999
213192362747287,emoney,"Dr. Malik Purwanti, S.Kom",M,1979
213192524816871,emoney,Padmi Damanik,M,1974
213193665773269,emoney,Balidin Pradana,F,2003
213193773813361,emoney,"Icha Hartati, S.IP",M,1979
213193779899125,emoney,Limar Usada,F,2003
213193831461765,emoney,Puspa Usada,F,1990
213195662335844,emoney,"Diah Widiastuti, S.Kom",M,1988
213198175349153,emoney,Dt. Cakrajiya Mardhiyah,F,1992
213198923840248,emoney,Kuncara Kuswandari,M,1977
213199263446000,emoney,Nadine Farida,M,1997
340065298083181,emoney,Tgk. Garda Utami,F,2010
340306170432199,emoney,Carla Utama,F,1980
340627622454204,emoney,Nurul Palastri,F,1992
340631865010459,emoney,Elisa Samosir,F,1996
340767267954926,emoney,Nilam Rahmawati,F,1982
340858239719917,emoney,"Yance Pratama, S.Kom",F,1994
340897449986429,emoney,Siska Zulkarnain,F,2011
340919977107754,emoney,Niyaga Habibi,F,2006
341160644641094,emoney,"Michelle Yuliarti, S.Farm",M,2012
341371220559499,emoney,Pia Simanjuntak,F,1977
341749541068680,emoney,Pardi Widodo,F,2010
341992529266534,emoney,"Puti Cici Namaga, M.TI.",F,1989
342340103174162,emoney,"Puti Tira Prasetyo, S.IP",F,1967
342370004909630,emoney,"Kartika Habibi, S.Psi",M,1975
342405505897163,emoney,Prakosa Widiastuti,F,2003
342428250922366,emoney,"Drs. Anggabaya Pangestu, S.Ked",M,1994
342481915890544,emoney,Bahuwarna Haryanti,F,2012
342522624491544,emoney,Dewi Gunawan,M,1975
342531623551844,emoney,Zulaikha Yulianti,F,1991
342533380492204,emoney,Nabila Nababan,M,1966
342543475347247,emoney,"T. Narji Usada, M.TI.",M,1978
342680618139048,emoney,Puti Oni Winarno,F,1988
342684635530668,emoney,"Safina Maryadi, M.Pd",M,2004
342798300950066,emoney,drg. Narji Mangunsong,F,2002
342872650777880,emoney,Carla Maryati,F,2006
342875882384375,emoney,Marsito Melani,F,2010
342928502675688,emoney,Baktianto Maulana,F,2012
343007419401295,emoney,Digdaya Tarihoran,M,1978
343089855267893,emoney,Yuliana Thamrin,F,2001
343240320417734,emoney,Sutan Gambira Maulana,F,2011
343544814093640,emoney,"Tgk. Puti Hartati, S.E.",M,2003
343804913072055,emoney,Icha Wahyudin,M,1992
343851798729291,emoney,Garang Utama,F,1997
343868065903417,emoney,"Cut Cici Nasyidah, S.Pd",M,1973
343897458234312,emoney,Rahayu Prabowo,M,1973
343940315309958,emoney,Halim Pranowo,F,2011
344250101078273,emoney,"Ir. Kamila Budiyanto, S.T.",F,1987
344303671677311,emoney,"R. Mila Wahyuni, S.Sos",F,2006
344376985535169,emoney,"Hj. Nilam Pratiwi, S.E.",F,2009
344406439989280,emoney,R. Respati Usamah,F,2012
344423213182214,emoney,dr. Gasti Budiyanto,M,1998
344730537548312,emoney,Karimah Maryadi,M,2000
344784326221920,emoney,Karimah Wahyudin,F,2001
344819183333911,emoney,Wahyu Wibisono,F,1985
344919939144164,emoney,Jelita Maheswara,F,1987
345343164301796,emoney,Indra Iswahyudi,F,1984
345353368043961,emoney,Ir. Salwa Yuniar,F,2005
345368948195420,emoney,Sutan Kadir Tamba,M,1975
345385804376449,emoney,Dr. Eka Wahyudin,M,1981
345391204076258,emoney,Kayla Samosir,M,2000
345438640070245,emoney,"Gawati Wulandari, S.IP",F,1968
345552372100481,emoney,Melinda Lazuardi,M,1974
345711968178505,emoney,Kawaya Oktaviani,M,2009
346031371330778,emoney,Putri Wibowo,F,1982
346111902361102,emoney,Ida Kusmawati,F,2007
346207628214482,emoney,drg. Paulin Mandala,M,1966
346331244372936,emoney,Restu Aryani,M,1990
346348443002072,emoney,"R. Kamila Ramadan, S.Farm",F,1989
346642743067607,emoney,"drg. Abyasa Lazuardi, S.Kom",F,1993
346754681244542,emoney,Maryadi Haryanto,M,1968
346835441559343,emoney,Puti Vanya Suartini,F,1986
346910704516122,emoney,Zizi Nasyiah,M,1985
346939661435562,emoney,Margana Pradana,F,1986
347105556938180,emoney,Agnes Oktaviani,F,1993
347204308990092,emoney,R.M. Labuh Laksmiwati,F,1984
347394043585982,emoney,Darmaji Wahyuni,F,2003
347675686635500,emoney,Daru Wastuti,F,1989
347835146078812,emoney,Oliva Rahayu,F,2011
347904062611038,emoney,dr. Banawa Suwarno,M,1987
347922988875941,emoney,"Suci Wacana, S.Sos",F,2002
348056817539268,emoney,Ibrahim Padmasari,F,2009
348521853444285,emoney,Jaya Mustofa,F,1985
348952647256687,emoney,Estiawan Januar,M,1992
348971987876805,emoney,"dr. Restu Fujiati, S.Kom",M,1967
348989346338960,emoney,R. Pranawa Pranowo,F,2012
349018786166142,emoney,"Hj. Najwa Wahyuni, S.H.",M,1982
349281490644321,emoney,"Vivi Mahendra, M.Kom.",M,1973
349318556724843,emoney,Darimin Nuraini,M,2009
349361081404960,emoney,Uda Haryanto,F,1991
349409524835249,emoney,Silvia Nasyidah,F,2007
349509551679244,emoney,Nilam Irawan,F,1981
349577577192740,emoney,"Talia Nababan, S.IP",M,2002
349683800593553,emoney,Asirwada Megantara,F,2009
349927246884450,emoney,Intan Wasita,M,2007
349944373495091,emoney,Oliva Sirait,M,1983
349988725938217,emoney,"drg. Yuni Yolanda, M.Ak",F,2002
370015486110380,emoney,Surya Marpaung,F,2010
370095866460258,emoney,Pranata Tampubolon,F,1979
370311431463416,emoney,Putu Sihombing,M,1995
370582193494134,emoney,Tomi Winarsih,F,1997
370647970357059,emoney,Ratna Sihombing,F,1994
370839389206494,emoney,Sarah Prabowo,M,1967
370929297991517,emoney,Martani Kusmawati,F,1968
370961379631505,emoney,Ajiono Prasetya,M,2000
370997459832910,emoney,KH. Karma Pudjiastuti,M,1972
371134962154892,emoney,Rahmi Nurdiyanti,F,2001
371171976930370,emoney,Gilang Susanti,F,2004
371381225222392,emoney,R. Purwadi Suryatmi,M,1998
371531722343600,emoney,Hasna Melani,F,1984
371681169418199,emoney,Sutan Bakda Pratiwi,F,2008
371749273751332,emoney,Waluyo Nuraini,M,1990
371852916882447,emoney,Puspa Aryani,F,1967
371935643958745,emoney,Hj. Amelia Riyanti,M,1966
371937801787353,emoney,"Rosman Prasasta, M.Kom.",M,1989
371996902605484,emoney,Yuliana Hakim,M,2001
372164514068695,emoney,"KH. Harto Hariyah, M.Farm",F,1981
372168346148658,emoney,"KH. Cager Najmudin, S.IP",M,1976
372182164168912,emoney,Kezia Mansur,F,1992
372186852282778,emoney,Uli Suartini,F,2012
372342547499422,emoney,Danuja Winarsih,F,2002
372920754641099,emoney,Yuni Yulianti,F,1990
372989062762103,emoney,Drs. Chelsea Puspita,M,1978
373286421882964,emoney,Heru Astuti,M,2011
373739550258398,emoney,Mala Zulkarnain,M,2007
373831841048512,emoney,Luwar Hutagalung,M,1985
373945281501952,emoney,"Jamal Pudjiastuti, S.I.Kom",F,1981
373968716660847,emoney,"Puti Tira Handayani, M.Kom.",M,1964
374014069623360,emoney,"R.M. Lega Marpaung, S.Sos",F,1992
374068907744739,emoney,Rachel Lestari,F,1995
374240614589026,emoney,Raina Pradipta,F,1986
374425788588439,emoney,Winda Winarno,M,1987
374605640807735,emoney,drg. Cornelia Hutagalung,F,1988
374657850740007,emoney,"R. Melinda Salahudin, S.E.I",F,1991
374659960840503,emoney,Luhung Permadi,F,2005
374756385426999,emoney,Violet Siregar,F,1992
374826778607941,emoney,Umay Nababan,F,1986
374858162789159,emoney,"T. Cahyono Dongoran, M.M.",F,2010
374902780598731,emoney,Sabri Nashiruddin,F,1986
374911260215393,emoney,Yuni Simanjuntak,M,2005
374955360512720,emoney,"R.A. Nova Nababan, S.E.I",F,2002
375103944933430,emoney,Panji Marbun,F,1986
375351347671954,emoney,"Cecep Rahimah, M.Pd",F,1974
375635714547874,emoney,Dr. Zulaikha Januar,F,1986
375644954631844,emoney,"Ir. Ridwan Nuraini, M.Pd",F,1995
375849137332372,emoney,"Ilyas Budiyanto, M.Pd",F,2010
375867734867970,emoney,Karsana Kuswoyo,F,1988
375884069521593,emoney,Balamantri Safitri,M,1988
376364308641089,emoney,"Kusuma Hassanah, S.E.",F,2007
376385999513543,emoney,"Tgk. Gaduh Ramadan, S.Pd",M,1999
376484029520394,emoney,Tania Maulana,M,1983
376709300726678,emoney,"Dr. Jinawi Kuswoyo, M.Kom.",F,1990
376852885787879,emoney,"Ir. Gilang Pratiwi, M.Pd",F,1993
376862509774591,emoney,Drs. Rina Nasyiah,M,1987
376891580681755,emoney,Jessica Wahyudin,M,1987
376898980622834,emoney,Luhung Hutapea,F,1981
377209543455986,emoney,Gawati Thamrin,F,1985
377219934316440,emoney,Nurul Rajata,M,1986
377491408293302,emoney,Dt. Harsana Jailani,F,1983
377528136379455,emoney,Kani Hariyah,F,1983
377569057489568,emoney,"Bakijan Pratama, M.Farm",F,1971
377643054710555,emoney,Ulva Suryono,F,2000
377814808795289,emoney,"Puti Jessica Putra, S.Farm",F,2008
377840859133591,emoney,Ana Agustina,M,1976
377853404669522,emoney,Tania Astuti,F,2001
377951303236425,emoney,Keisha Prayoga,F,1982
378346560438229,emoney,Radit Usamah,F,1974
378380996212239,emoney,Clara Dongoran,M,1978
378459243668060,emoney,"Nurul Handayani, S.Ked",M,1995
378517729021177,emoney,"Tgk. Febi Farida, M.Farm",F,2009
378553815963022,emoney,Drs. Salimah Hidayanto,M,1970
378734496477017,emoney,Dina Yuniar,F,1989
378851219912235,emoney,Tina Hutasoit,F,1981
378872365541693,emoney,Aslijan Irawan,F,2009
378884680600534,emoney,Janet Hakim,M,2006
379146828277263,emoney,Harto Santoso,M,1985
379208329550349,emoney,Margana Marpaung,M,1988
379311975236617,emoney,Gilda Kusumo,F,1998
379334845079777,emoney,Salman Ramadan,M,1968
379536428825406,emoney,Hasna Hutasoit,M,1972
379645412081015,emoney,Maras Megantara,M,1994
379698722302464,emoney,"Clara Suryono, S.Psi",F,2000
379764016867073,emoney,Saka Sihombing,F,1969
2221445182130548,dki,Natalia Haryanti,F,1993
2222447529017148,dki,Darijan Megantara,F,1998
2223457554196542,dki,Hj. Tiara Nuraini,F,2000
2224519731151218,dki,Puput Mardhiyah,M,1997
2225718394811808,dki,Pangeran Sudiati,F,1990
2225908618079114,dki,"Paris Maryati, S.Kom",M,1993
2227323355527424,dki,Salwa Marpaung,F,1982
2228311847056606,dki,Uda Firgantoro,M,1971
2228966290983968,dki,"Cut Hesti Andriani, S.E.I",F,1987
2230586135601355,dki,"Safina Novitasari, M.Pd",M,1973
2233615633685953,dki,"Eka Wasita, M.Kom.",F,1990
2234108734722874,dki,Yosef Santoso,F,2010
2237024668362032,dki,Kasiyah Budiyanto,F,2012
2237440645700724,dki,Latika Sirait,M,1953
2238216398569014,dki,"Tgk. Nova Latupono, S.Gz",M,1972
2238533576611255,dki,Karimah Saptono,M,1990
2240530662222332,dki,drg. Karimah Lailasari,F,2000
2240842022789573,dki,Hafshah Laksmiwati,F,1999
2242917911338522,dki,"Makara Wijayanti, M.Kom.",F,2010
2243068249815945,dki,Kemba Sihombing,M,1961
2245530208975489,dki,"Kawaca Narpati, S.Farm",F,2010
2245958200404051,dki,Tgk. Hamzah Hutagalung,M,1986
2246744141931579,dki,Mahdi Wibisono,F,1991
2247096843683316,dki,"Tgk. Aris Pradipta, M.M.",F,2010
2250309611886654,dki,Niyaga Wacana,M,1970
2250593856143596,dki,Diana Zulaika,M,1997
2251303901446716,dki,Zelda Kuswoyo,M,2002
2251394829781052,dki,"Tgk. Intan Siregar, S.T.",M,1972
2251412124634980,dki,Tirta Siregar,F,1993
2251789533334355,dki,"Vanesa Firmansyah, S.IP",F,1994
2252740481304766,dki,"Cinthia Prayoga, M.Pd",M,1980
2253830524576980,dki,"Marsudi Damanik, S.Sos",F,1992
2254018175787390,dki,"Nardi Natsir, S.I.Kom",M,2007
2254547572690815,dki,"T. Prakosa Napitupulu, S.Pd",M,1994
2254638260624412,dki,Slamet Hutapea,F,1993
2256888825417103,dki,"Tgk. Caket Nashiruddin, S.Ked",M,2008
2257480643432230,dki,"T. Parman Sinaga, S.H.",M,1992
2259163638164343,dki,Gambira Sihombing,F,1976
2260346863403083,dki,"Sabri Marbun, S.T.",F,1965
2261375063208579,dki,"Martaka Permadi, M.Farm",F,1999
2264435942253035,dki,Vanya Anggraini,F,2007
2264571354561190,dki,"Kurnia Mandala, M.Pd",M,1969
2265280580380180,dki,Kamila Halimah,F,2001
2265284059556833,dki,Drs. Cinthia Sitompul,M,2006
2265285227934786,dki,Baktiadi Nasyiah,F,1991
2267435685058176,dki,"R.M. Simon Wastuti, S.T.",F,1995
2267480345217374,dki,Suci Hutagalung,M,1966
2268827633129357,dki,"Ir. Harjo Anggraini, S.Pt",F,1984
2271334495240039,dki,"Alika Hakim, S.I.Kom",F,1995
2273899076950287,dki,"Maida Suryono, S.Gz",F,2011
2276099634138221,dki,Ir. Farhunnisa Aryani,F,1994
2277145964192996,dki,Cawisadi Sitorus,F,1991
2278758248898730,dki,Muni Hassanah,M,1990
2283627247451804,dki,"Dimaz Irawan, S.E.",M,2007
2283822362148166,dki,"Ophelia Lestari, S.E.I",F,1985
2287729476596220,dki,Genta Hutasoit,M,1949
2289300561235740,dki,"Dr. Salwa Rajasa, S.Ked",F,1967
2291402671071407,dki,Puspa Saptono,F,1984
2294272245944067,dki,"Tgk. Usyi Sirait, S.Gz",F,2001
2294337563510525,dki,Gaiman Mandasari,M,1983
2294823290681911,dki,dr. Cayadi Yuliarti,F,1986
2295060820117756,dki,Ami Uyainah,M,1972
2295655379188437,dki,"Simon Utama, S.Psi",F,1987
2295833910329055,dki,Taufik Farida,F,1981
2295962091596974,dki,Bakidin Putra,F,1996
2296212953530805,dki,"Gamanto Maheswara, S.H.",F,1974
2297064871329623,dki,drg. Lukita Hakim,F,1994
2299307292080236,dki,Hasan Halimah,F,1994
2299346377262087,dki,Karma Laksmiwati,M,1969
2299897648971146,dki,Indra Simbolon,F,1993
2308113896893183,dki,"Lasmono Maryadi, M.Farm",F,1996
2321217432765996,dki,"Lantar Aryani, S.Gz",M,1967
2334349002831919,dki,Tgk. Aurora Marpaung,M,1992
2375500523547414,dki,Sakura Siregar,F,1988
2377960243266687,dki,"Tgk. Paris Astuti, S.H.",M,1977
2379863459699716,dki,Puti Salwa Nainggolan,M,2011
2395779522951670,dki,Daniswara Siregar,F,1987
2397392857976292,dki,"Ihsan Halimah, S.Pd",F,2009
2400990004481721,dki,Cut Ika Narpati,M,1975
2402313549139274,dki,Rahayu Prabowo,F,1994
2407683922581481,dki,Irfan Damanik,M,1993
2417139615155040,dki,Maida Oktaviani,M,1990
2473199094095209,dki,Dr. Unggul Permadi,M,1985
2484941381862990,dki,"Tgk. Joko Maryadi, M.Ak",M,1981
2488692931173646,dki,"R.A. Chelsea Maryati, M.Ak",F,1996
2496327332529688,dki,Raharja Andriani,M,1965
2505362184127520,dki,Puti Tantri Suartini,M,1983
2516083110424925,dki,Salimah Nurdiyanti,M,1965
2527622104972154,dki,Ciaobella Putra,M,1983
2529170861460912,dki,Gantar Usamah,F,2006
2533274598434606,dki,Betania Iswahyudi,M,1984
2540998621379880,dki,"Febi Gunarto, M.M.",F,2008
2542754285760594,dki,KH. Raden Hakim,M,2011
2543669657890820,dki,"Zalindra Wahyuni, M.Kom.",F,1996
2552369444600479,dki,Nalar Winarno,F,1982
2556356195137492,dki,Indah Wibowo,F,1985
2589024911735525,dki,Farah Hutasoit,F,1994
2594772896759927,dki,R.A. Rahmi Firmansyah,M,1984
2606548319852663,dki,Julia Rahimah,F,2006
2614059373381201,dki,T. Bakidin Sihotang,F,1987
2635487652896273,dki,Balangga Narpati,F,2003
2647723044055343,dki,Saadat Halimah,M,1986
2661114083902044,dki,"Oni Mangunsong, S.Farm",M,1967
2679374058097150,dki,"Dina Zulkarnain, M.M.",M,1991
2692738856680636,dki,Aurora Rahimah,F,1987
2701475996968535,dki,Caket Jailani,F,1984
2701731820995189,dki,Mulyanto Yulianti,F,2005
2702344034077338,dki,"Dr. Hendra Andriani, S.Pd",M,1978
2704159399403335,dki,R.A. Diana Sitorus,F,1999
2705859087410182,dki,Lutfan Nuraini,M,2004
2708264434040542,dki,Karta Waskita,M,2002
2712823212983860,dki,"drg. Maras Wibowo, S.Ked",F,1966
2714279979787895,dki,Ozy Winarno,F,2011
2715068670618445,dki,Victoria Natsir,F,1981
2715637868237109,dki,Sutan Bahuwarna Uyainah,M,1996
2716817624410658,dki,Mahfud Uyainah,M,1973
2718070346782735,dki,Asman Uyainah,F,2005
2719590630002838,dki,Adhiarja Winarsih,F,1993
2719822646362025,dki,"Garang Anggriawan, S.E.I",F,1997
2720067582504076,dki,Nova Nugroho,M,1999
2720210828491753,dki,"Bakiman Utami, S.Pt",M,1973
2720228027487356,dki,Anggabaya Mangunsong,F,1985
2720484776954605,dki,Bancar Irawan,M,1999
2720497305962063,dki,Adiarja Waluyo,M,2002
2720556419423963,dki,Devi Pangestu,M,1994
2720613492785683,dki,T. Uda Namaga,M,1989
2720946153421739,dki,Kasiyah Lestari,F,2007
2720964102776863,dki,Hafshah Waluyo,M,1975
3500714556028764,dki,"Najwa Sitompul, M.M.",F,2009
3500911525249675,dki,Mahesa Lestari,F,1994
3500921788966584,dki,"T. Tri Hasanah, S.T.",F,1997
3500965207195341,dki,Latika Salahudin,F,2000
3501420578252437,dki,Yessi Tamba,F,2007
3501484774533651,dki,dr. Yessi Saragih,F,1983
3502084149637283,dki,R. Murti Uyainah,F,2005
3502800039632328,dki,Kamila Puspita,F,2003
3502967899324468,dki,Ivan Riyanti,M,1965
3503299442876375,dki,Erik Adriansyah,F,1990
3503918016820705,dki,"Ayu Pranowo, M.Farm",M,1971
3503950365035536,dki,Artanto Manullang,M,1987
3504089754852802,dki,Prasetyo Astuti,M,1988
3504280064228391,dki,Hasim Farida,F,2000
3504385786384834,dki,Paiman Januar,F,1996
3504571602552593,dki,drg. Hilda Firgantoro,F,1992
3504648028041755,dki,Balidin Ardianto,M,1981
3504787672864607,dki,drg. Cecep Rahimah,M,1982
3505143514830399,dki,Ir. Almira Mandala,M,1981
3505552225259278,dki,"Mulyanto Firmansyah, S.H.",M,1978
3505707886664931,dki,T. Bagas Halimah,F,1994
3506580241941339,dki,"drg. Karna Lestari, M.Kom.",M,2003
3506675645732225,dki,Malik Hutasoit,M,1966
3507067369909966,dki,"Empluk Wasita, S.T.",F,1973
3507107976417837,dki,Gatra Rahayu,M,1946
3507250769984157,dki,Salimah Siregar,F,1965
3507503365743967,dki,Ridwan Usamah,F,1987
3507714953618871,dki,Wardi Manullang,F,2001
3507749826517850,dki,Puput Pranowo,F,1982
3507821491441722,dki,Luwes Budiman,F,1996
3507946556271373,dki,Balijan Damanik,M,2003
3508055251895822,dki,Jasmani Sirait,M,1975
3508400279072394,dki,Karya Utami,F,1988
3508576375228004,dki,Winda Lazuardi,M,1965
3508642829144211,dki,"R.M. Kurnia Usamah, M.M.",M,1976
3508668489770649,dki,Dr. Jamalia Lailasari,F,2009
3508859132846676,dki,Dr. Kunthara Megantara,F,2001
3508912774663915,dki,"Drs. Bakidin Setiawan, S.E.",F,1965
3509163775507805,dki,Labuh Kusumo,F,1992
3509479409766173,dki,"Yuni Tamba, M.TI.",M,1990
3510332230740486,dki,Dinda Putra,F,1989
3510579386878722,dki,Puti Firgantoro,M,1983
3510894501773918,dki,"Wage Gunarto, S.Psi",F,1971
3511110900198436,dki,"Farhunnisa Prasetya, S.T.",F,1973
3511593949794788,dki,Humaira Maryadi,F,1992
3512094791916164,dki,Nurul Prasasta,F,1982
3512336121003019,dki,Ir. Vanesa Rahayu,M,1981
3512866953021028,dki,"Cecep Firgantoro, S.Kom",M,1987
3512921611736416,dki,drg. Harto Kusmawati,M,2009
3512927531214772,dki,Ifa Rajasa,M,1965
