"transID","payCardID","corridorPK","direction","tapInTime","tapInStopPK","stopStartSeq","tapOutTime","tapOutStopPK","stopEndSeq","payAmount"
BPJH395I2Y87MY,2227323355527424,170,1,"2023-04-09 20:33:32",1086,8,"2023-04-09 20:57:00",2152,29,0
BPJX445V8Q90MW,213169323959862,50,1,"2023-04-07 21:38:21",468,25,"2023-04-07 23:08:43",1051,26,3500
BPKK083J4X28JZ,3570416613897992,99,0,"2023-04-05 05:08:18",118,8,"2023-04-05 05:38:12",658,9,3500
BPKR552Y6A94KC,3546981403871656,9,1,"2023-04-17 09:00:14",787,26,"2023-04-17 10:06:35",1752,27,3500
BPKT115L8Q69PX,213119392508801,111,0,"2023-04-06 06:42:08",409,25,"2023-04-06 08:25:54",2696,35,0
BPMX791U8O00ZF,4629225227158,128,1,"2023-04-12 18:51:32",33,23,"2023-04-12 20:45:36",1595,29,3500
BPNG114S9F54GZ,2720228027487356,164,1,"2023-04-14 13:40:52",1073,6,"2023-04-14 15:18:24",268,12,3500
BPNP801E0S65IM,370929297991517,32,0,"2023-04-08 17:21:16",705,13,"2023-04-08 17:38:33",199,14,3500
BPNV315S1Q14IX,586818272435,106,0,"2023-04-13 06:17:43",268,8,"2023-04-13 06:49:42",200,13,3500
BPOI125Z3G68TG,4705243679928131,185,1,"2023-04-05 05:32:52",952,11,"2023-04-05 06:03:37",2894,32,3500
BPOP654O0E78FT,180074978149455,12,1,"2023-04-14 06:32:20",157,21,"2023-04-14 07:15:46",2400,23,3500
BPOS199F5Y62EN,630419596436,126,1,"2023-04-16 11:42:58",1087,7,"2023-04-16 12:21:14",294,11,20000
BPOU658S0W38GP,4492109252403353,217,1,"2023-04-13 09:36:07",1088,41,"2023-04-13 10:33:20",2942,42,0
BPOX283I9P97LW,566171543168,80,0,"2023-04-12 16:02:06",658,16,"2023-04-12 17:28:50",757,18,3500
BPOY135V5K67PX,213104805015669,102,0,"2023-04-21 05:26:13",835,48,"2023-04-21 06:21:34",2746,49,0
BPPF828E4M82CD,4947438345710982,175,0,"2023-04-27 16:09:09",1064,29,"2023-04-27 17:16:11",2002,30,3500
BPPL842R8L46KB,4667963556135841,48,0,"2023-04-25 19:08:01",401,14,"2023-04-25 20:24:21",874,19,3500
BPPO913K1L42EW,585314901299,88,1,"2023-04-14 20:37:53",443,4,"2023-04-14 22:24:31",2179,7,
BPPS240O9L34XD,4371940047525876160,192,1,"2023-04-21 05:02:23",1089,11,"2023-04-21 06:02:20",2943,28,0
BPQA646G8Q21VV,6011412805910941,68,1,"2023-04-16 19:13:16",379,4,"2023-04-16 20:40:28",741,5,3500
BPQR951I6U12YW,3521790276677051,161,0,"2023-04-19 06:16:21",1090,39,"2023-04-19 06:45:36",1826,41,0
BPQT570G4H54RH,4800273826652460,106,0,"2023-04-09 19:49:24",274,5,"2023-04-09 20:57:28",2486,13,3500
BPSE236K8B79MU,4034493214627498,192,0,"2023-04-05 08:39:59",713,54,"2023-04-05 09:36:28",2798,55,0
BPSK802J2W09VN,2246744141931579,47,1,"2023-04-07 18:45:05",309,3,"2023-04-07 20:38:00",2667,7,0
BPSP995X1V74PP,4578011445781,134,1,"2023-04-05 06:36:03",526,25,"2023-04-05 07:26:51",774,33,0
BPTX929Y2N64JV,4498288202551,75,0,"2023-04-24 17:32:25",1091,13,"2023-04-24 19:26:42",2944,23,0
BPUB374D0O96JR,213105773866033,40,1,"2023-04-04 17:50:16",865,12,"2023-04-04 19:13:08",1723,13,3500
BPUI203A6B52NN,6575130739600630,20,0,"2023-04-17 16:47:50",727,5,"2023-04-17 18:24:24",793,9,3500
BPUO412K4S80GN,6011162006507240,132,1,"2023-04-14 17:46:04",215,22,"2023-04-14 19:17:54",1659,24,0
BPUQ414I5X29MW,4323180529937,95,1,"2023-04-12 08:14:53",894,0,"2023-04-12 08:37:38",2869,19,3500
BPUY453G4S53BC,4980564692107508708,173,1,"2023-04-13 17:05:18",842,10,"2023-04-13 18:10:59",1095,11,3500
BPVT832Y9A60CL,342370004909630,10,0,"2023-04-11 05:36:21",583,13,"2023-04-11 06:07:20",2073,20,3500
BPWN067J1N49LL,3502800039632328,119,1,"2023-04-13 05:43:01",188,0,"2023-04-13 06:09:48",89,11,3500
BPXI787T7J86SC,3589380857722689,152,0,"2023-04-06 16:59:14",1092,19,"2023-04-06 18:30:55",1941,25,0
BPXI901I6Y57WI,4528824477684144,90,1,"2023-04-07 07:08:17",116,18,"2023-04-07 08:47:00",2606,28,3500
BPYA544S7V32QR,30100687125098,5,1,"2023-04-19 16:49:43",231,13,"2023-04-19 18:37:03",411,19,3500
BPYE326R4R82MO,2295833910329055,180,0,"2023-04-25 05:38:51",906,28,"2023-04-25 06:26:36",2681,39,0
BPYJ294V7G08KE,4345294247705168,72,0,"2023-04-13 17:07:23",666,18,"2023-04-13 18:47:22",2782,40,0
BPYR907J9Y27VX,3539535695881465,17,0,"2023-04-14 05:05:19",8,9,"2023-04-14 06:01:46",67,19,3500
BPYX736D9X90ZW,4378713285050450,,0,"2023-04-26 20:36:47",1093,4,"2023-04-26 22:01:25",2945,18,0
BPZR225H2N86PO,180097982588566,143,1,"2023-04-05 05:00:17",246,31,"2023-04-05 05:46:57",2645,34,3500
BPZX905M7R24BQ,372168346148658,72,0,"2023-04-26 16:24:22",216,33,"2023-04-26 17:24:37",2782,40,0
BPZZ796V2P36IU,2594772896759927,195,1,"2023-04-17 05:40:44",672,14,"2023-04-17 06:12:16",2785,19,0
BQAP286B8G16LL,3507250769984157,74,1,"2023-04-12 19:13:40",91,9,"2023-04-12 21:03:34",2596,40,0
BQCN913O4Z51IC,3534387229540216,166,1,"2023-04-07 21:00:10",813,0,"2023-04-07 22:56:01",776,7,0
BQDC735O6Y69WU,676258627659,105,1,"2023-04-04 19:45:23",786,8,"2023-04-04 21:20:59",2827,18,3500
BQDM765T2Y25UE,213171034000424,51,0,"2023-04-14 19:34:01",968,6,"2023-04-14 21:19:04",135,12,3500
BQDR804F1X97RC,3580401035990896,179,0,"2023-04-19 06:59:49",1094,15,"2023-04-19 07:39:53",894,24,3500
BQEE598H3R48LG,6011538949512787,104,0,"2023-04-24 08:52:09",490,6,"2023-04-24 10:43:55",2724,41,0
BQEK591F1Z24SS,2238216398569014,213,0,"2023-04-30 06:19:12",815,0,"2023-04-30 07:03:31",1958,2,0
BQEU214T4V88AJ,6011961852805826,20,1,"2023-04-20 07:25:57",329,12,"2023-04-20 07:54:18",21,16,3500
BQEW163Y5F90AU,180083201664057,39,0,"2023-04-04 17:43:40",307,8,"2023-04-04 18:54:32",1410,14,0
BQFJ349B0H33PZ,6011537154923796,202,1,"2023-04-16 18:32:39",1095,5,"2023-04-16 19:57:32",436,6,3500
BQGA678Z9K29GZ,3535503118200501,51,0,"2023-04-19 16:57:03",89,5,"2023-04-19 18:33:54",1676,7,3500
BQGD081Y5P37TR,374911260215393,5,0,"2023-04-24 09:13:11",691,15,"2023-04-24 10:51:27",5,17,3500
BQGE165I0H74DJ,4255875058269084,7,1,"2023-04-12 20:36:51",1096,38,"2023-04-12 22:25:30",2946,47,0
BQGY118T6U99FY,676293109036,119,0,"2023-04-28 05:22:19",270,12,"2023-04-28 05:54:58",411,13,3500
BQIQ140G3Y83ZX,4166272280740025,115,0,"2023-04-14 16:01:55",1074,25,"2023-04-14 17:42:53",1879,41,0
BQIU810C7M44KH,4421630797854,50,0,"2023-04-24 08:54:10",1041,5,"2023-04-24 10:20:26",1516,13,3500
BQIY356L4Z92MH,180005977764266,105,1,"2023-04-15 13:28:48",1097,6,"2023-04-15 14:45:54",2461,12,3500
BQJE179M0P79VF,3536054810131767,25,1,"2023-04-13 17:34:47",921,8,"2023-04-13 18:39:41",2878,24,0
BQJF019L4V86UZ,6534345904864320,170,1,"2023-04-18 17:59:17",1098,6,"2023-04-18 19:35:18",2152,29,0
BQJY600X7Q74XZ,6011114900479836,194,0,"2023-04-12 21:25:06",1099,0,"2023-04-12 22:55:27",1516,13,3500
BQKC649D2J41XE,4401832304257580,104,1,"2023-04-06 06:49:52",1100,16,"2023-04-06 07:57:25",2930,32,0
BQKI236H0D13QE,4580329739350,97,0,"2023-04-21 17:22:15",1101,19,"2023-04-21 19:21:24",2947,31,0
BQKX106F0L68AY,3517510209029816,181,1,"2023-04-05 20:23:51",1102,18,"2023-04-05 21:44:01",1405,20,3500
BQLB235V6Q56LO,4456609130359051,122,1,"2023-04-16 05:17:48",1103,0,"2023-04-16 06:48:15",2552,12,0
BQLB677G8G54PA,30433284698559,128,0,"2023-04-19 21:47:28",514,1,"2023-04-19 23:18:35",2733,11,3500
BQLH178G5B34QS,4964008481270,23,0,"2023-04-20 16:54:36",431,7,"2023-04-20 18:23:29",725,27,3500
BQLJ724J1D14TA,3507107976417837,119,0,"2023-04-25 05:01:31",336,8,"2023-04-25 05:25:01",411,13,3500
BQMB794F6C88EE,2714279979787895,122,0,"2023-04-25 16:07:04",1104,20,"2023-04-25 17:40:49",555,23,0
BQMM461J2T93KP,3513474919754912,134,0,"2023-04-13 19:04:01",614,33,"2023-04-13 20:17:38",2760,37,0
BQMM946R2M81WM,4590339247562523,164,0,"2023-04-16 08:37:35",110,11,"2023-04-16 10:04:10",188,13,3500
BQND279A8H17QJ,3546736957468063,158,1,"2023-04-05 06:35:55",574,17,"2023-04-05 07:39:05",2900,21,3500
BQNG752N3G82VB,349683800593553,81,1,"2023-04-14 06:23:35",782,2,"2023-04-14 07:59:42",100,6,0
BQNL746I3F36UK,4704902042632297,65,1,"2023-04-17 07:25:27",1105,40,"2023-04-17 09:03:07",2948,42,0
BQNV027Q0F03IU,2251303901446716,143,0,"2023-04-14 17:14:35",932,11,"2023-04-14 18:07:17",2884,26,3500
BQOT575Q3L91ZH,4693229754928686,59,0,"2023-04-17 17:51:03",69,0,"2023-04-17 19:13:01",825,2,20000
BQPX518W3W72CV,3533408904312159,189,1,"2023-04-20 20:40:18",725,0,"2023-04-20 22:14:55",725,3,3500
BQPY340I2D47SJ,4469345175264680494,132,0,"2023-04-19 19:44:12",761,2,"2023-04-19 20:34:38",2817,24,0
BQQF688I6I60JY,4924888393613412,143,0,"2023-04-20 08:36:59",1106,20,"2023-04-20 10:27:25",2949,22,3500
BQQW003O7N28EJ,6523645346654293,41,1,"2023-04-21 20:50:11",915,2,"2023-04-21 22:03:19",112,20,0
BQSI141T0W41EN,4428582927102421723,180,0,"2023-04-27 06:18:39",107,29,"2023-04-27 06:40:12",1444,33,0
BQSJ905U2V80YT,4306567886746588452,168,0,"2023-04-25 09:06:11",320,20,"2023-04-25 10:07:10",999,24,3500
BQST288C3S92JM,3563151380900971,176,1,"2023-04-03 05:19:12",849,16,"2023-04-03 05:44:53",340,23,3500
BQTQ480E0K16MH,6011656090843460,54,1,"2023-04-16 10:56:30",63,21,"2023-04-16 12:16:12",2586,26,3500
BQUO555L0Q99LP,180074853270640,105,0,"2023-04-27 16:45:14",630,9,"2023-04-27 18:18:01",2768,19,3500
BQVD240Y3Y85AT,30431553316218,129,0,"2023-04-11 06:14:06",209,9,"2023-04-11 07:43:02",1601,45,0
BQVN734W5H07DY,4992399872617,116,0,"2023-04-27 08:44:59",178,33,"2023-04-27 10:28:40",2623,43,0
BQWG040A8E70FE,676293109036,119,1,"2023-04-12 16:42:53",78,14,"2023-04-12 17:40:09",1218,16,3500
BQWJ110U4N59CQ,6559195405774555,130,0,"2023-04-10 07:36:18",1107,14,"2023-04-10 08:36:57",1590,25,0
BQWO501J7J94PH,4100923161042365,85,1,"2023-04-11 09:05:23",994,3,"2023-04-11 10:27:05",2911,5,0
BQWO618X9D36AB,6011618540818377,2,1,"2023-04-17 06:28:22",1108,19,"2023-04-17 07:00:14",2282,41,0
BQXC973E6F49IH,3570576233000275,63,1,"2023-04-03 14:50:57",1109,28,"2023-04-03 17:49:55",218,29,0
BQXD183N1G94YK,2402313549139274,18,1,"2023-04-06 17:54:49",19,13,"2023-04-06 19:30:53",35,15,3500
BQXZ066C2N53DL,6569399043245469,108,0,"2023-04-30 10:14:15",1110,2,"2023-04-30 11:33:16",479,8,20000
BQXZ506A5D96JK,4986663118222525457,161,1,"2023-04-14 20:12:14",873,27,"2023-04-14 21:36:09",2855,28,0
BQYM732M4C62FR,3533955956389840,102,0,"2023-04-20 07:30:45",1111,46,"2023-04-20 07:53:45",2904,50,0
BQZG025R3I12VS,213184927022546,56,0,"2023-04-14 09:25:43",726,48,"2023-04-14 10:51:24",2176,56,0
BQZN183X0F38WC,30458243667825,98,1,"2023-04-04 18:57:20",191,6,"2023-04-04 20:09:33",133,7,3500
BRAY741V1O58SK,4128076101888382603,111,0,"2023-04-19 21:41:11",327,27,"2023-04-19 23:38:03",2673,37,0
BRBE331D8L93YH,3546736957468063,158,0,"2023-04-28 21:43:38",1112,6,"2023-04-28 23:01:04",484,8,3500
BRCS257A1W98GF,4708188051530194,60,0,"2023-04-26 08:49:36",940,9,"2023-04-26 10:30:54",72,10,20000
BRCT471F7P71GK,213171034000424,51,0,"2023-04-12 21:30:35",968,6,"2023-04-12 22:38:28",135,12,3500
BRDK482X6Q76YA,345711968178505,60,0,"2023-04-10 17:29:04",294,0,"2023-04-10 19:08:37",1853,12,20000
BRDX794W1O45AD,371134962154892,99,0,"2023-04-11 07:59:51",279,5,"2023-04-11 09:26:09",183,10,3500
BREB630K3D06BU,180005977764266,218,1,"2023-04-23 13:53:07",1113,2,"2023-04-23 15:30:54",678,14,0
BREF930F2E18XL,6507536585974874,17,0,"2023-04-21 20:11:57",8,9,"2023-04-21 21:09:29",2338,12,3500
BRFJ988E5E12TA,4924888393613412,143,0,"2023-04-07 08:51:03",1106,20,"2023-04-07 10:32:18",2949,22,3500
BRGD220P5K78EG,3554107048543687,73,0,"2023-04-10 09:51:16",89,17,"2023-04-10 11:18:36",450,19,3500
BRGF981H5V38UE,6011656090843460,54,1,"2023-04-19 13:18:10",63,21,"2023-04-19 15:07:30",2586,26,3500
BRGW509P0V52UG,213115572929254,184,1,"2023-04-08 20:09:56",834,0,"2023-04-08 21:15:31",2175,4,3500
BRGX895C4W78PQ,4880377652769980677,122,1,"2023-04-04 16:17:48",747,27,"2023-04-04 17:22:25",1757,37,0
BRIK565D0W84OX,343007419401295,40,1,"2023-04-12 07:09:34",257,8,"2023-04-12 08:44:21",47,10,3500
BRIK956M5I98FE,4491168846978040,97,0,"2023-04-11 19:58:05",1114,34,"2023-04-11 20:54:00",2950,39,0
BRJP116M6A82XQ,630485154219,61,1,"2023-04-13 10:43:30",830,18,"2023-04-13 11:14:28",159,20,
BRKK363L7R85OL,4885331907664776,30,1,"2023-04-13 17:19:07",1115,10,"2023-04-13 18:21:59",104,11,3500
BRKK989U3D01UW,6558313572530681,166,0,"2023-04-27 07:53:40",305,6,"2023-04-27 08:22:07",813,8,0
BRKL455L7C50WB,4017802962833960,114,0,"2023-04-04 06:38:58",278,6,"2023-04-04 06:59:37",552,7,3500
BRKT791Q6J27HO,6011760758453230,15,1,"2023-04-30 07:52:00",1116,23,"2023-04-30 09:41:38",1053,32,3500
BRLN197G5G44LQ,3559703923069965,107,1,"2023-04-21 07:36:14",895,1,"2023-04-21 08:06:42",439,13,3500
BRLU275A1Z87LJ,3510894501773918,131,1,"2023-04-30 12:40:24",134,0,"2023-04-30 14:06:02",214,2,3500
BRLZ306W8L66AJ,3553913499987591,165,1,"2023-04-12 08:42:35",356,14,"2023-04-12 10:39:39",1352,34,0
BRML791S8X39TM,6594965325573999,92,1,"2023-04-30 11:32:13",725,16,"2023-04-30 11:54:28",274,19,3500
BRMW214R7H42NH,213115245142137,101,1,"2023-04-25 06:05:51",358,27,"2023-04-25 06:44:45",2685,34,0
BRMW550M9J58QM,4866640196160616,63,0,"2023-04-07 21:40:36",419,5,"2023-04-07 22:37:30",2951,22,0
BRNB779T8A38KW,6581936160714795,53,1,"2023-04-05 16:42:05",808,21,"2023-04-05 17:34:43",1421,22,0
BRPK483R9N92SD,4266760335382388,58,1,"2023-04-05 17:19:17",1117,17,"2023-04-05 18:24:43",2952,22,0
BRPK560A2M35PD,3576449712519922,194,1,"2023-04-23 10:06:21",597,1,"2023-04-23 11:47:46",2953,11,3500
BRPP347E5K86HU,4309038731411054,172,0,"2023-04-25 06:56:10",992,11,"2023-04-25 07:55:52",2909,12,0
BRQP249D7R88AR,213104805015669,102,1,"2023-04-21 16:02:25",144,13,"2023-04-21 17:10:53",2613,53,0
BRQW635P1P66MS,36006226446453,124,0,"2023-04-05 19:42:00",836,7,"2023-04-05 20:49:04",110,11,3500
BRRN156Q0L84KP,30276672399789,99,0,"2023-04-14 06:55:37",183,10,"2023-04-14 07:22:07",102,15,3500
BRRX671N9S31AA,4844470388320,61,0,"2023-04-14 15:54:13",1118,10,"2023-04-14 17:34:29",1745,12,
BRSZ494B6H57DR,3583719174260210,193,0,"2023-04-17 08:42:45",429,2,"2023-04-17 09:26:05",825,3,20000
BRTI108M6O00YE,6011030576594056,30,0,"2023-04-21 08:39:40",255,6,"2023-04-21 09:33:59",1745,19,3500
BRUC033F7P84IF,345391204076258,102,1,"2023-04-24 18:19:12",749,33,"2023-04-24 19:20:10",2812,41,0
BRUT293K1O98GA,5465310774429054,133,0,"2023-04-03 06:59:14",1119,14,"2023-04-03 07:32:35",222,17,0
BRUY782D4E18IT,3576933261371405,162,1,"2023-04-09 20:15:58",434,1,"2023-04-09 21:52:21",294,2,3500
BRVC447H0V17KG,4165770694718959,119,0,"2023-04-10 09:47:19",78,2,"2023-04-10 11:38:40",450,3,3500
BRVF698C9C23GD,213111941956573,26,1,"2023-04-12 06:59:26",1025,15,"2023-04-12 08:09:42",2920,21,0
BRVG950H5R75WI,6532316827167408,111,0,"2023-04-22 15:31:52",1120,5,"2023-04-22 16:59:42",2954,30,0
BRVY646J2V33LG,4538778656278748,188,1,"2023-04-11 05:34:36",744,0,"2023-04-11 06:18:01",2810,5,0
BRWU356J6G26GM,4489337334208780658,96,1,"2023-04-11 09:22:44",874,15,"2023-04-11 10:07:44",189,17,3500
BRWV498N3A18MZ,180000876162530,197,1,"2023-04-05 05:04:55",840,11,"2023-04-05 05:45:40",1939,13,3500
BRWV680F3O32GQ,374068907744739,10,1,"2023-04-24 21:51:00",104,0,"2023-04-24 23:11:08",255,6,3500
BRXS911B3H45KS,4664503638851963221,55,1,"2023-04-17 16:45:37",433,26,"2023-04-17 18:24:49",2261,28,0
BRXU112T4E48QG,639083950241,81,1,"2023-04-03 18:27:09",114,0,"2023-04-03 20:16:45",958,4,0
BRZQ154M9U75QJ,38919000659661,23,1,"2023-04-14 08:11:25",551,25,"2023-04-14 08:44:31",84,26,3500
BSAC007E2M26UE,4281107697609985,148,0,"2023-04-12 09:31:40",494,24,"2023-04-12 10:38:51",2701,38,0
BSAD558E1H48GC,213109818183511,135,0,"2023-04-11 08:44:51",386,45,"2023-04-11 10:44:44",2690,54,0
BSAK078H0L52VE,565511286645,69,0,"2023-04-26 08:34:46",84,1,"2023-04-26 10:05:38",551,2,0
BSBK374Y9N11OZ,572846044996,56,1,"2023-04-14 21:40:37",567,49,"2023-04-14 23:05:00",2744,51,0
BSCR773R4H63EN,377814808795289,14,0,"2023-04-18 13:05:16",90,30,"2023-04-18 15:03:06",2595,39,0
BSDJ788F6Y44WL,6534999720888762,169,0,"2023-04-10 08:59:57",391,0,"2023-04-10 10:38:15",642,24,3500
BSEB371N7I74II,4946543493373,55,1,"2023-04-20 19:20:02",64,9,"2023-04-20 20:39:34",2587,14,0
BSEG884E2T52BP,2283822362148166,61,0,"2023-04-16 17:10:56",731,8,"2023-04-16 19:05:27",2955,21,
BSEN814X2L01FL,36476308530047,172,1,"2023-04-08 07:02:50",1121,10,"2023-04-08 08:38:54",2956,13,0
BSFD042Q7W59AA,3565528607360162,169,0,"2023-04-03 07:56:08",653,14,"2023-04-03 09:54:12",1649,16,3500
BSFL481H3G90ZW,36862448099508,36,0,"2023-04-25 20:24:00",1122,40,"2023-04-25 21:35:14",2957,41,0
BSGG118A1U50RT,589057391023,49,1,"2023-04-10 06:32:26",1123,7,"2023-04-10 07:33:27",975,20,0
BSGG827V1N29BV,3569644495730154,167,1,"2023-04-18 20:17:48",1124,15,"2023-04-18 22:12:15",1614,25,3500
BSGM388H6J34ZW,6544828689784746,82,0,"2023-04-11 19:39:49",577,0,"2023-04-11 21:13:03",1703,3,0
BSGR701D8H95XA,213146091952345,130,0,"2023-04-26 05:13:58",1125,8,"2023-04-26 05:35:04",2231,24,0
BSGT235X2R00UB,6011651850954961,5,0,"2023-04-13 20:54:59",691,15,"2023-04-13 22:34:24",5,17,3500
BSHC367P5O11AE,6011016864826912,98,0,"2023-04-07 07:46:47",865,0,"2023-04-07 09:07:11",191,6,3500
BSHZ471L3X23VR,4555304365157,66,0,"2023-04-18 08:04:57",198,21,"2023-04-18 09:15:43",300,28,0
BSIK071S5D91BH,4580329739350,97,0,"2023-04-03 17:28:26",1101,19,"2023-04-03 19:20:30",2947,31,0
BSIZ760T8W02UW,3596612633477696,16,1,"2023-04-03 08:27:55",140,4,"2023-04-03 10:02:49",1498,15,3500
BSJJ865E6T18YP,60403675436,118,1,"2023-04-11 07:51:47",1126,11,"2023-04-11 09:46:59",2651,12,3500
BSJK331N8M16VV,4866640196160616,63,0,"2023-04-06 17:54:32",419,5,"2023-04-06 19:10:25",2951,22,0
BSJQ210M7G05TV,3534872160014081,169,0,"2023-04-15 15:36:52",1127,17,"2023-04-15 16:29:56",2958,18,3500
BSKF767T3S26SR,4104888875282062619,70,1,"2023-04-03 16:34:31",1128,2,"2023-04-03 17:41:20",1771,11,3500
BSKH742F0E08TZ,4131228650532352,135,0,"2023-04-30 20:31:25",1129,16,"2023-04-30 22:25:34",2089,18,0
BSKU357Q2Z84HU,3536054810131767,25,0,"2023-04-25 09:33:53",888,36,"2023-04-25 10:10:30",916,44,0
BSLD080C4N42GM,3560571608142499,91,1,"2023-04-07 06:46:10",893,0,"2023-04-07 07:25:42",2868,14,0
BSLV392V2C89WB,3548361222831512,174,1,"2023-04-05 17:53:47",1130,15,"2023-04-05 19:22:17",2959,26,0
BSMD530U3N72KH,3540357155140234,66,0,"2023-04-17 13:15:31",1131,17,"2023-04-17 14:24:43",2960,29,0
BSNA254R4Q72UN,6510013988638519,52,0,"2023-04-24 17:47:09",479,8,"2023-04-24 19:45:47",1078,15,20000
BSNA879W8J55LX,6541451803309614,13,0,"2023-04-19 19:00:03",953,23,"2023-04-19 20:49:59",1009,24,3500
BSNI967G5S53RU,3567627939359872,15,1,"2023-04-06 08:32:57",1132,20,"2023-04-06 09:24:19",2961,25,3500
BSNV589S3D71BX,3599499494778116,137,0,"2023-04-17 16:44:42",489,11,"2023-04-17 18:30:53",2723,15,0
BSOJ698W7G09XH,3559020047557332,168,0,"2023-04-21 16:28:58",313,0,"2023-04-21 18:09:31",2668,10,3500
BSOU608A0U73HA,30567691580213,163,1,"2023-04-18 18:11:27",863,2,"2023-04-18 19:07:46",2848,3,3500
BSOV971D4U94TL,2257480643432230,182,0,"2023-04-03 17:07:03",777,7,"2023-04-03 18:32:50",2824,42,0
BSPY348Y4O39BF,30393449116998,180,1,"2023-04-28 17:37:46",354,20,"2023-04-28 19:13:04",2137,32,0
BSQV586P0N52TX,30471339318393,57,0,"2023-04-14 08:30:07",161,14,"2023-04-14 10:00:09",1611,15,3500
BSRA201A9R44KW,345711968178505,60,1,"2023-04-14 05:29:11",203,0,"2023-04-14 06:00:44",2352,11,20000
BSRD343H4Y09MA,2484941381862990,156,1,"2023-04-24 16:48:59",413,7,"2023-04-24 17:47:04",428,10,3500
BSRV198L4S87EE,213166032088637,202,0,"2023-04-16 15:10:48",1133,2,"2023-04-16 16:22:47",487,4,3500
BSSR322Q6M45OL,4526942453399131,9,0,"2023-04-18 17:08:20",531,11,"2023-04-18 18:54:22",432,19,3500
BSST440B0J36XX,180084292834161,129,1,"2023-04-14 10:57:59",1134,53,"2023-04-14 11:22:45",2241,54,0
BSTF583E9H54GF,5253907658951545,73,0,"2023-04-27 20:52:37",149,9,"2023-04-27 21:43:11",413,11,3500
BSTM639E3H82QI,3569356789042960,52,1,"2023-04-17 07:26:59",361,9,"2023-04-17 08:51:13",1832,11,20000
BSTY361T8B91AW,6011162006507240,132,0,"2023-04-07 06:20:30",333,4,"2023-04-07 07:10:44",706,25,0
BSUF016O5I27YB,3580401035990896,179,0,"2023-04-21 05:25:05",1094,15,"2023-04-21 06:21:20",894,24,3500
BSUJ887R1G70VS,4683751365132966547,54,0,"2023-04-10 08:17:01",1135,3,"2023-04-10 09:14:43",2397,21,3500
BSVJ174N0E00PS,6011538949512787,104,1,"2023-04-11 17:28:50",972,50,"2023-04-11 19:22:53",2902,51,0
BSWU073R6X77SM,377528136379455,70,1,"2023-04-28 06:48:06",85,6,"2023-04-28 07:41:31",306,12,3500
BSXA032V9A80MO,4804574576642,83,0,"2023-04-13 11:03:54",1136,47,"2023-04-13 11:51:35",2619,61,0
BSXU167D0O44OU,3583083290821821,166,1,"2023-04-03 18:22:19",1061,6,"2023-04-03 19:40:10",1150,8,0
BSXW602T9Z21JL,4181188603059045,213,0,"2023-04-18 20:43:16",815,0,"2023-04-18 22:32:02",1958,2,0
BSYU378V5A01GY,30218688993296,50,0,"2023-04-13 06:20:51",1137,17,"2023-04-13 06:55:17",2935,26,3500
BSYY098S5V30AC,346835441559343,220,1,"2023-04-18 19:57:44",1138,11,"2023-04-18 21:05:25",22,13,3500
BSYZ958U7D71SM,4880385425658,177,0,"2023-04-03 17:15:26",205,26,"2023-04-03 18:50:02",2962,46,0
BSZQ169Y2W46PR,4228391009711723,22,1,"2023-04-05 21:29:55",75,1,"2023-04-05 23:21:25",980,10,0
BSZT724Q7B05JY,213121690546749,177,0,"2023-04-05 06:31:40",822,40,"2023-04-05 07:00:19",2963,41,0
BTAJ818F2H03LT,4070629595971154744,174,0,"2023-04-29 15:12:50",1139,22,"2023-04-29 16:49:49",2964,26,0
BTAP576L3O48VA,213148974212458,,0,"2023-04-04 06:34:19",588,7,"2023-04-04 07:09:59",2750,19,3500
BTAR962I1P63IX,3543155487538258,157,1,"2023-04-29 14:13:09",1140,5,"2023-04-29 15:57:38",2392,7,0
BTBF774F8F32QU,3592243227579699,155,0,"2023-04-20 07:25:41",339,5,"2023-04-20 07:52:57",580,20,3500
BTBW232J1K67TB,3521407549788058,216,1,"2023-04-27 05:54:57",914,46,"2023-04-27 06:45:01",2874,50,0
BTCC526T4M83ZH,4309038731411054,172,0,"2023-04-14 06:00:05",992,11,"2023-04-14 06:31:59",2909,12,0
BTCO695Y5N28IX,30063543803011,119,1,"2023-04-03 06:35:33",127,12,"2023-04-03 07:42:32",78,14,3500
BTDJ291D7S25NW,4668539141678666,160,1,"2023-04-18 10:46:38",1141,31,"2023-04-18 11:06:51",333,32,0
BTDP499B6A50ZB,4947438345710982,175,1,"2023-04-11 06:12:32",1142,16,"2023-04-11 07:11:09",242,30,3500
BTDX280D9K51VT,3542465875351169,86,0,"2023-04-12 08:01:24",526,2,"2023-04-12 08:22:13",140,3,3500
BTFE410P9D40DU,2265285227934786,57,0,"2023-04-24 19:27:47",564,9,"2023-04-24 21:06:57",160,12,3500
BTFF454M2K38PC,4873567085628236731,52,1,"2023-04-12 18:45:31",277,3,"2023-04-12 20:21:30",553,17,20000
BTHY130X0Q20QR,213155309116759,123,1,"2023-04-26 17:03:02",1143,5,"2023-04-26 18:17:18",1057,33,3500
BTIL674C7L99CX,6558313572530681,166,0,"2023-04-13 09:11:55",305,6,"2023-04-13 10:20:56",813,8,0
BTIW712E4V70ZI,4792312628110344784,77,0,"2023-04-11 08:08:29",136,0,"2023-04-11 08:46:19",94,1,0
